-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p WB_ERR_SYNC = 1, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p WB_ERR_LOSEDATA = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p WB_ERR_STATUS = 1, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p COEF_ACCESS_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p LCD_FIELD = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p DRAM_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p CFG_PENDING = 1, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p WB_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p FRM_BUSY = 0, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF00_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF01_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF02_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF02_REG -p CONT = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF10_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF11_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF12_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF13_REG -p CONT = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF20_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF21_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF22_REG -p COEF = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CSC_COEF23_REG -p CONT = 4164, (default=0)
-c a33 -d DEFE -r DEFE_WB_LINESTRD_EN_REG -p EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_WB_LINESTRD_REG -p LINE_STRD = 0, (default=0)
-c a33 -d DEFE -r DEFE_CH0_INSIZE_REG -p IN_HEIGHT = 795, (default=0)
-c a33 -d DEFE -r DEFE_CH0_INSIZE_REG -p IN_WIDTH = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CH0_OUTSIZE_REG -p OUT_HEIGHT = 795, (default=0)
-c a33 -d DEFE -r DEFE_CH0_OUTSIZE_REG -p OUT_WIDTH = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CH0_HORZFACT_REG -p FACTOR_INT = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH0_HORZFACT_REG -p FACTOR_FRAC = 36932, (default=0)
-c a33 -d DEFE -r DEFE_CH0_VERTFACT_REG -p FACTOR_INT = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH0_VERTFACT_REG -p FACTOR_FRAC = 36932, (default=0)
-c a33 -d DEFE -r DEFE_CH0_HORZPHASE_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH0_VERTPHASE0_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH0_VERTPHASE1_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH0_HORZTAP_REG -p TAP3 = 3, (default=1)
-c a33 -d DEFE -r DEFE_CH0_HORZTAP_REG -p TAP2 = 27, (default=1)
-c a33 -d DEFE -r DEFE_CH0_HORZTAP_REG -p TAP1 = 16, (default=1)
-c a33 -d DEFE -r DEFE_CH0_HORZTAP_REG -p TAP0 = 68, (default=125)
-c a33 -d DEFE -r DEFE_CH0_VERTTAP_REG -p TAP3 = 3, (default=1)
-c a33 -d DEFE -r DEFE_CH0_VERTTAP_REG -p TAP2 = 27, (default=1)
-c a33 -d DEFE -r DEFE_CH0_VERTTAP_REG -p TAP1 = 16, (default=1)
-c a33 -d DEFE -r DEFE_CH0_VERTTAP_REG -p TAP0 = 68, (default=127)
-c a33 -d DEFE -r DEFE_CH1_INSIZE_REG -p IN_HEIGHT = 795, (default=0)
-c a33 -d DEFE -r DEFE_CH1_INSIZE_REG -p IN_WIDTH = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CH1_OUTSIZE_REG -p OUT_HEIGHT = 795, (default=0)
-c a33 -d DEFE -r DEFE_CH1_OUTSIZE_REG -p OUT_WIDTH = 4164, (default=0)
-c a33 -d DEFE -r DEFE_CH1_HORZFACT_REG -p FACTOR_INT = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_HORZFACT_REG -p FACTOR_FRAC = 36932, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTFACT_REG -p FACTOR_INT = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTFACT_REG -p FACTOR_FRAC = 36932, (default=0)
-c a33 -d DEFE -r DEFE_CH1_HORZPHASE_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTPHASE0_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTPHASE1_REG -p PHASE = 757828, (default=0)
-c a33 -d DEFE -r DEFE_CH1_HORZTAP_REG -p TAP3 = 3, (default=1)
-c a33 -d DEFE -r DEFE_CH1_HORZTAP_REG -p TAP2 = 27, (default=1)
-c a33 -d DEFE -r DEFE_CH1_HORZTAP_REG -p TAP1 = 16, (default=1)
-c a33 -d DEFE -r DEFE_CH1_HORZTAP_REG -p TAP0 = 68, (default=125)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP3 = 3, (default=1)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP2 = 27, (default=1)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP1 = 16, (default=1)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP0 = 68, (default=127)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP3 = 3, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP2 = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP1 = 144, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP0 = 68, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP3 = 3, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP2 = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP1 = 144, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP0 = 68, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP3 = 3, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP2 = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP1 = 144, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP0 = 68, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP3 = 3, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP2 = 27, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP1 = 144, (default=0)
-c a33 -d DEFE -r DEFE_CH1_VERTTAP_REG -p TAP0 = 68, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p LINE_SEL = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p ITLMOD_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p OUT_SEL = 1, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p OSCA_EN = 1, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p LAY3_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p LAY2_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p LAY1_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p LAY0_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p START_CTL = 0, (default=0)
-c a33 -d DEFE -r DEBE_MODCTL_REG -p DEBE_EN = 0, (default=0)
-c a33 -d DEFE -r DEBE_BACKCOLOR_REG -p datalaneconfigurationandupto700Mbpsperlane = 0, (default=4)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA7_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA7_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA7_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA6_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA6_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA6_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA5_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA5_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA5_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA4_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA4_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA4_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA3_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA3_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA3_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA2_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA2_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA2_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA1_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA1_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA1_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA0_QUEUE_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA0_PKG_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_EN_REG -p DMA0_HLAF_IRQ_EN = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA7_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA7_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA7_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA6_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA6_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA6_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA5_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA5_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA5_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA4_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA4_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA4_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA3_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA3_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA3_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA2_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA2_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA2_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA1_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA1_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA1_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA0_QUEUE_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA0_PKG_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_IRQ_PEND_REG -p DMA0_HLAF_IRQ_PEND = 0, (default=0)
-c a33 -d DMA -r DMA_AUTO_GATE_REG -p DMA_MCLK_CIRCUIT = 1, (default=0)
-c a33 -d DMA -r DMA_AUTO_GATE_REG -p DMA_COMMON_CIRCUIT = 0, (default=0)
-c a33 -d DMA -r DMA_AUTO_GATE_REG -p DMA_CHAN_CIRCUIT = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA7_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA6_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA5_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA4_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA3_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA2_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA1_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA0_STATUS = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_EN = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_PAUSE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_DESC_ADDR = 0
-c a33 -d DMA -r DMA_STA_REG -p DMA_DEST_DATA_WIDTH = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_DEST_BST_LEN = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_ADDR_MODE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_DEST_DRQ_TYPE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_SRC_DATA_WIDTH = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_SRC_BST_LEN = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_SRC_ADDR_MODE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_SRC_DRQ_TYPE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_CUR_SRC = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_CUR_DEST = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DMA_BCNT_LEFT = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p DATA_BLK_SIZE = 0, (default=0)
-c a33 -d DMA -r DMA_STA_REG -p WAIT_CYC = 0, (default=0)
-c a33 -d DRAM_COM -r CTRL_REG -p RANK = 0
-c a33 -d DRAM_COM -r CTRL_REG -p BANK = 0
-c a33 -d DRAM_COM -r CTRL_REG -p ROW = 0
-c a33 -d DRAM_COM -r CTRL_REG -p PAGE_SIZE = 0
-c a33 -d DRAM_COM -r CTRL_REG -p BUS_WIDTH = 0
-c a33 -d DRAM_COM -r CTRL_REG -p SEQUENCE = 0
-c a33 -d DRAM_COM -r CTRL_REG -p DDR3 = 2
-c a33 -d DRAM_COM -r CTRL_REG -p CHANNEL = 0
-c a33 -d DRAM_CTL -r DRAM_TMG0 -p tRASMIN = 0
-c a33 -d DRAM_CTL -r DRAM_TMG0 -p tRASMAX = 0
-c a33 -d DRAM_CTL -r DRAM_TMG0 -p tFAW = 2
-c a33 -d DRAM_CTL -r DRAM_TMG0 -p tWR2PRE = 0
-c a33 -d DRAM_CTL -r DRAM_TMG1 -p tRC = 0
-c a33 -d DRAM_CTL -r DRAM_TMG1 -p tRD2PRE = 0
-c a33 -d DRAM_CTL -r DRAM_TMG1 -p tXP = 2
-c a33 -d DRAM_CTL -r DRAM_TMG2 -p tWR2RD = 0
-c a33 -d DRAM_CTL -r DRAM_TMG2 -p tRD2WR = 0
-c a33 -d DRAM_CTL -r DRAM_TMG2 -p tCL = 2
-c a33 -d DRAM_CTL -r DRAM_TMG2 -p tCWL = 0
-c a33 -d DRAM_CTL -r DRAM_TMG3 -p tMOD = 0
-c a33 -d DRAM_CTL -r DRAM_TMG3 -p tMRD = 0
-c a33 -d DRAM_CTL -r DRAM_TMG3 -p tMRW = 2
-c a33 -d DRAM_CTL -r DRAM_TMG4 -p tRP = 0
-c a33 -d DRAM_CTL -r DRAM_TMG4 -p tRRD = 0
-c a33 -d DRAM_CTL -r DRAM_TMG4 -p tCCD = 2
-c a33 -d DRAM_CTL -r DRAM_TMG4 -p tRCD = 0
-c a33 -d DRAM_CTL -r DRAM_TMG5 -p tCKE = 0
-c a33 -d DRAM_CTL -r DRAM_TMG5 -p tCKESR = 0
-c a33 -d DRAM_CTL -r DRAM_TMG5 -p tCKSRE = 2
-c a33 -d DRAM_CTL -r DRAM_TMG5 -p tCKSRX = 0
-c a33 -d DSI -r DSI_CTL_REG -p DSI_EN = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Video_Line_Int_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Video_Vb_Int_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Instru_Step_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Instru_End_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Video_Line_Int_En = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Video_Vb_Int_En = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Instru_Step_En = 0, (default=0)
-c a33 -d DSI -r DSI_GINT0_REG -p Instru_End_En = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p Video_Line_Int_Num = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p brdy_l_sel = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p brdy_set = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p Trail_inv = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p Trail_fill = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p HBP_dis = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p HSA_HSE_dis = 0, (default=0)
-c a33 -d DSI -r DSI_GINT1_REG -p Video_Mode_Burst = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p Vsync_Existence = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p HS_Eotp_En = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p CRC_En = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p ECC_En = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p FIFO_Gating = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p FIFO_Manual_Reset = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p Src_Sel = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL0_REG -p Instru_En = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL1_REG -p reserved = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL1_REG -p Video_Start_Delay = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL1_REG -p Video_Precision_Mode_Align = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL1_REG -p Video_Frame_Start = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_CTL1_REG -p DSI_Mode = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_SIZE0_REG -p Video_VBP = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_SIZE0_REG -p Video_VSA = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_SIZE1_REG -p Video_VT = 0, (default=0)
-c a33 -d DSI -r DSI_BASIC_SIZE1_REG -p Video_VACT = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL0_REG -p PD_Plug_Dis = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL0_REG -p Pixel_Endian = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL0_REG -p Pixel_Format = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL1_REG -p ECC = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL1_REG -p WC = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL1_REG -p VC = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_CTL1_REG -p DT = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_PD_REG -p PD_TranN = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_PD_REG -p PD_Tran0 = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_PF0_REG -p CRC_Force = 0, (default=0)
-c a33 -d DSI -r DSI_PIXEL_PF1_REG -p CRC_Init_LineN = 0, (default=65535)
-c a33 -d DSI -r DSI_PIXEL_PF1_REG -p CRC_Init_Line0 = 0, (default=65535)
-c a33 -d DSI -r DSI_SYNC_HSS_REG -p ECC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSS_REG -p D1 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSS_REG -p D0 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSS_REG -p VC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSS_REG -p DT = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSE_REG -p ECC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSE_REG -p D1 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSE_REG -p D0 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSE_REG -p VC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_HSE_REG -p DT = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSS_REG -p ECC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSS_REG -p D1 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSS_REG -p D0 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSS_REG -p VC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSS_REG -p DT = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSE_REG -p ECC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSE_REG -p D1 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSE_REG -p D0 = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSE_REG -p VC = 0, (default=0)
-c a33 -d DSI -r DSI_SYNC_VSE_REG -p DT = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HSA0_REG -p HSA_PH = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HSA1_REG -p HSA_PF = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HSA1_REG -p HSA_PD = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HBP0_REG -p HBP_PH = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HBP1_REG -p HBP_PF = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HBP1_REG -p HBP_PD = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HFP0_REG -p HFP_PH = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HFP1_REG -p HFP_PF = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HFP1_REG -p HFP_PD = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_HBLK0_REG -p HBLK_PH = 0, (default=0)
-c a33 -d DSI -r DSI_HBLK_BLK1_REG -p HBLK_PF = 0, (default=0)
-c a33 -d DSI -r DSI_HBLK_BLK1_REG -p HBLK_PD = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_VBLK0_REG -p VBLK_PH = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_VBLK1_REG -p VBLK_PF = 0, (default=0)
-c a33 -d DSI -r DSI_BLK_VBLK1_REG -p VBLK_PD = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p RX_Overflow = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p RX_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p RX_Status = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p RX_Size = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p TX_Flag = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p TX_Status = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p TX_Size = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p Data = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p Data = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p BIST_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_STOP_TIMING = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p IN_PORT_SEL = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_MODE = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p REG_RDY_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p HEIGHT = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WIDTH = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p CROP_TOP = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p CROP_LEFT = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p CROP_HEIGHT = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p CROP_WIDTH = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p ADDR = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p ADDR = 0, (default=0)
